order_id,order_date,ship_date,ship_mode
CA-2017-116568,2017-12-14,2017-12-20,Standard Class
CA-2018-147102,2018-09-19,2018-09-26,Standard Class
CA-2020-132213,2020-04-25,2020-04-26,First Class
CA-2017-138450,2017-10-18,2017-10-22,Standard Class
CA-2018-153073,2018-11-13,2018-11-13,Same Day
CA-2019-147970,2019-01-31,2019-02-02,Second Class
CA-2019-150658,2019-11-17,2019-11-22,Standard Class
CA-2020-125640,2020-07-25,2020-07-29,Standard Class
CA-2020-154137,2020-11-11,2020-11-17,Standard Class
CA-2018-127173,2018-09-26,2018-10-03,Standard Class
CA-2017-149538,2017-04-04,2017-04-08,Standard Class
CA-2017-160766,2017-09-14,2017-09-14,Same Day
CA-2020-146626,2020-12-29,2021-01-05,Standard Class
CA-2018-123330,2018-06-21,2018-06-27,Standard Class
CA-2020-155607,2020-11-26,2020-11-30,Standard Class
CA-2019-151323,2019-10-23,2019-10-28,Standard Class
CA-2018-146696,2018-12-14,2018-12-19,Standard Class
CA-2019-128972,2019-11-13,2019-11-17,Standard Class
CA-2020-128335,2020-09-29,2020-10-05,Standard Class
CA-2018-154886,2018-11-08,2018-11-12,Standard Class
CA-2019-111213,2019-04-01,2019-04-05,Standard Class
CA-2020-161333,2020-02-02,2020-02-07,Standard Class
CA-2020-128734,2020-12-24,2020-12-31,Standard Class
CA-2017-141796,2017-06-21,2017-06-21,Same Day
CA-2020-125101,2020-03-06,2020-03-10,Second Class
CA-2020-169929,2020-09-25,2020-09-28,First Class
US-2017-121566,2017-06-30,2017-07-06,Standard Class
US-2018-124219,2018-08-07,2018-08-08,First Class
CA-2020-163006,2020-06-30,2020-07-04,Second Class
CA-2018-156146,2018-10-26,2018-10-30,Second Class
CA-2017-111192,2017-07-30,2017-08-05,Standard Class
CA-2019-115378,2019-11-18,2019-11-23,Second Class
CA-2018-161627,2018-07-06,2018-07-11,Standard Class
CA-2017-121006,2017-11-10,2017-11-16,Standard Class
CA-2019-122903,2019-05-27,2019-05-29,Second Class
CA-2018-107741,2018-03-08,2018-03-10,First Class
CA-2020-106432,2020-10-19,2020-10-24,Standard Class
CA-2019-148908,2019-11-05,2019-11-08,First Class
CA-2019-123015,2019-12-26,2019-12-30,Standard Class
US-2018-120502,2018-04-13,2018-04-19,Standard Class
CA-2020-108749,2020-09-12,2020-09-15,First Class
CA-2020-163335,2020-09-24,2020-09-27,First Class
CA-2018-134719,2018-10-10,2018-10-15,Standard Class
US-2018-154389,2018-11-27,2018-12-03,Standard Class
CA-2018-115567,2018-09-13,2018-09-18,Standard Class
US-2020-136679,2020-11-14,2020-11-18,Standard Class
US-2020-141943,2020-05-05,2020-05-09,Standard Class
CA-2017-101560,2017-11-28,2017-12-01,Second Class
CA-2017-159709,2017-05-10,2017-05-15,Standard Class
CA-2019-103982,2019-03-03,2019-03-08,Standard Class
CA-2018-142454,2018-08-15,2018-08-19,Standard Class
CA-2018-102016,2018-09-12,2018-09-18,Standard Class
CA-2018-156755,2018-01-12,2018-01-18,Standard Class
CA-2018-130876,2018-05-12,2018-05-16,Second Class
CA-2019-145898,2019-09-26,2019-09-26,Same Day
US-2020-159562,2020-09-09,2020-09-15,Standard Class
CA-2020-134635,2020-04-15,2020-04-17,Second Class
CA-2020-167080,2020-06-10,2020-06-14,Standard Class
CA-2020-145653,2020-09-01,2020-09-01,Same Day
CA-2017-140487,2017-06-14,2017-06-20,Standard Class
CA-2020-117401,2020-05-18,2020-05-22,Second Class
US-2020-109582,2020-09-12,2020-09-17,Second Class
CA-2019-119865,2019-06-21,2019-06-26,Standard Class
US-2017-147648,2017-11-26,2017-12-01,Standard Class
CA-2020-124436,2020-03-19,2020-03-22,Second Class
CA-2017-115084,2017-10-18,2017-10-22,Standard Class
CA-2020-131037,2020-08-22,2020-08-23,First Class
CA-2019-111143,2019-11-19,2019-11-22,First Class
CA-2017-166744,2017-09-20,2017-09-24,Standard Class
CA-2019-116561,2019-09-11,2019-09-17,Standard Class
CA-2019-110730,2019-09-23,2019-09-26,Second Class
CA-2020-146367,2020-08-04,2020-08-08,Standard Class
CA-2019-149454,2019-07-25,2019-07-26,First Class
CA-2019-156265,2019-08-02,2019-08-04,Second Class
US-2018-168914,2018-05-21,2018-05-27,Standard Class
US-2020-110989,2020-11-03,2020-11-05,Second Class
CA-2018-106215,2018-04-16,2018-04-21,Standard Class
US-2019-169369,2019-12-12,2019-12-18,Standard Class
CA-2018-132318,2018-10-30,2018-11-02,First Class
US-2017-131982,2017-03-07,2017-03-11,Second Class
CA-2018-125185,2018-03-05,2018-03-07,Second Class
CA-2019-130078,2019-08-08,2019-08-14,Standard Class
US-2020-114034,2020-01-03,2020-01-08,Standard Class
US-2020-115595,2020-10-09,2020-10-11,First Class
CA-2020-158722,2020-10-20,2020-10-26,Standard Class
CA-2017-105165,2017-09-07,2017-09-10,First Class
CA-2020-147452,2020-09-30,2020-10-03,First Class
US-2020-114657,2020-11-16,2020-11-21,Standard Class
CA-2020-144484,2020-09-11,2020-09-11,Same Day
CA-2020-125913,2020-01-16,2020-01-16,Same Day
US-2019-158309,2019-11-26,2019-11-29,First Class
CA-2018-162887,2018-11-07,2018-11-09,Second Class
CA-2020-147333,2020-12-14,2020-12-20,Standard Class
CA-2017-113859,2017-09-13,2017-09-17,Standard Class
CA-2017-159681,2017-12-07,2017-12-13,Standard Class
US-2020-104094,2020-09-07,2020-09-11,Standard Class
CA-2020-152709,2020-10-07,2020-10-12,Standard Class
CA-2018-105158,2018-09-05,2018-09-10,Standard Class
CA-2017-133424,2017-03-30,2017-04-04,Standard Class
CA-2020-105991,2020-05-05,2020-05-06,First Class
US-2020-136784,2020-04-30,2020-05-05,Standard Class
CA-2017-146283,2017-09-08,2017-09-15,Standard Class
CA-2020-151218,2020-06-20,2020-06-23,First Class
CA-2018-111073,2018-12-26,2018-12-30,Standard Class
CA-2020-144883,2020-08-15,2020-08-19,Standard Class
CA-2020-142174,2020-03-04,2020-03-09,Standard Class
CA-2020-108791,2020-07-27,2020-07-31,Standard Class
CA-2019-106656,2019-09-23,2019-09-26,First Class
CA-2019-113831,2019-05-30,2019-06-03,Standard Class
US-2017-139500,2017-11-16,2017-11-20,Standard Class
US-2017-166310,2017-09-21,2017-09-23,First Class
US-2019-168410,2019-02-21,2019-02-26,Standard Class
CA-2020-131254,2020-11-19,2020-11-21,First Class
CA-2019-123414,2019-08-21,2019-08-27,Standard Class
CA-2020-137876,2020-04-30,2020-05-05,Standard Class
CA-2019-154060,2019-05-02,2019-05-08,Standard Class
US-2020-162558,2020-10-02,2020-10-05,First Class
CA-2020-134439,2020-09-18,2020-09-23,Second Class
CA-2018-119508,2018-12-04,2018-12-09,Standard Class
CA-2018-152681,2018-01-17,2018-01-22,Standard Class
CA-2017-130813,2017-01-06,2017-01-08,Second Class
CA-2018-120320,2018-03-05,2018-03-09,Standard Class
CA-2019-111941,2019-12-25,2019-12-28,Second Class
CA-2019-123120,2019-09-04,2019-09-08,Standard Class
CA-2017-103331,2017-08-26,2017-09-01,Standard Class
CA-2018-169278,2018-05-21,2018-05-25,Standard Class
CA-2020-111577,2020-10-16,2020-10-21,Standard Class
CA-2018-146486,2018-11-09,2018-11-14,Second Class
US-2017-168501,2017-11-21,2017-11-27,Standard Class
CA-2018-112053,2018-10-11,2018-10-13,Second Class
CA-2020-108539,2020-03-21,2020-03-23,Second Class
CA-2018-149811,2018-01-04,2018-01-10,Standard Class
US-2020-103814,2020-12-09,2020-12-16,Standard Class
CA-2019-123932,2019-09-06,2019-09-12,Standard Class
US-2019-101616,2019-09-03,2019-09-06,First Class
CA-2017-113768,2017-05-13,2017-05-19,Standard Class
CA-2019-138037,2019-09-29,2019-10-03,Standard Class
CA-2017-150490,2017-08-05,2017-08-11,Standard Class
US-2020-126060,2020-04-14,2020-04-18,Standard Class
CA-2020-100951,2020-06-09,2020-06-10,First Class
CA-2019-122017,2019-12-29,2020-01-02,Standard Class
CA-2017-123477,2017-01-18,2017-01-21,Second Class
CA-2019-107790,2019-11-20,2019-11-24,Standard Class
CA-2020-158071,2020-06-10,2020-06-15,Standard Class
CA-2020-147403,2020-09-10,2020-09-13,First Class
US-2020-136721,2020-04-08,2020-04-12,Standard Class
CA-2018-118738,2018-10-24,2018-10-30,Standard Class
CA-2020-134152,2020-05-27,2020-05-31,Standard Class
CA-2017-125542,2017-12-05,2017-12-07,First Class
CA-2019-136021,2019-08-14,2019-08-18,Standard Class
CA-2019-149195,2019-09-05,2019-09-07,Second Class
CA-2020-161410,2020-06-26,2020-07-03,Standard Class
CA-2020-152786,2020-03-12,2020-03-17,Standard Class
CA-2020-164707,2020-02-18,2020-02-21,Second Class
CA-2020-163874,2020-11-10,2020-11-12,Second Class
US-2017-123183,2017-11-19,2017-11-25,Standard Class
CA-2017-104829,2017-11-18,2017-11-21,Second Class
US-2019-147340,2019-09-24,2019-09-24,Same Day
CA-2019-145492,2019-11-20,2019-11-27,Standard Class
CA-2019-163202,2019-09-27,2019-10-02,Standard Class
CA-2019-117681,2019-04-09,2019-04-14,Standard Class
CA-2020-132262,2020-09-21,2020-09-23,First Class
CA-2020-123043,2020-08-24,2020-08-29,Standard Class
US-2019-143280,2019-02-22,2019-02-26,Standard Class
CA-2020-108854,2020-12-08,2020-12-14,Standard Class
CA-2020-166856,2020-09-18,2020-09-22,Standard Class
CA-2019-153157,2019-09-11,2019-09-14,First Class
US-2020-125647,2020-09-23,2020-09-28,Standard Class
CA-2017-132542,2017-10-06,2017-10-08,Second Class
CA-2018-110877,2018-10-23,2018-10-26,First Class
US-2019-151827,2019-03-31,2019-04-02,Second Class
US-2019-163258,2019-12-29,2020-01-02,Standard Class
CA-2020-103009,2020-11-03,2020-11-05,Second Class
US-2020-120649,2020-01-20,2020-01-26,Standard Class
CA-2019-153598,2019-12-03,2019-12-06,First Class
US-2019-108497,2019-06-14,2019-06-14,Same Day
CA-2019-113096,2019-09-02,2019-09-04,First Class
CA-2017-136861,2017-09-05,2017-09-07,First Class
CA-2020-117422,2020-10-21,2020-10-25,Standard Class
CA-2020-129707,2020-04-25,2020-04-29,Standard Class
CA-2018-160171,2018-10-19,2018-10-24,Standard Class
CA-2017-103317,2017-07-05,2017-07-08,First Class
CA-2019-167115,2019-04-04,2019-04-09,Standard Class
US-2020-153633,2020-11-13,2020-11-18,Second Class
CA-2020-155929,2020-09-09,2020-09-13,Standard Class
CA-2018-148712,2018-04-17,2018-04-23,Standard Class
CA-2019-128307,2019-07-25,2019-07-29,Standard Class
US-2019-127425,2019-08-26,2019-08-31,Standard Class
US-2017-119081,2017-09-12,2017-09-19,Standard Class
CA-2019-140613,2019-07-22,2019-07-29,Standard Class
US-2020-108700,2020-05-19,2020-05-23,Standard Class
CA-2020-160962,2020-04-28,2020-05-02,Standard Class
CA-2020-130631,2020-12-29,2021-01-02,Standard Class
CA-2020-116680,2020-09-04,2020-09-06,Second Class
US-2017-107405,2017-03-21,2017-03-25,Standard Class
CA-2020-101574,2020-09-28,2020-10-04,Standard Class
CA-2017-146591,2017-01-19,2017-01-20,First Class
CA-2017-107706,2017-02-14,2017-02-19,Second Class
CA-2019-122448,2019-06-09,2019-06-14,Standard Class
CA-2017-132451,2017-09-26,2017-09-27,First Class
CA-2019-158547,2019-05-30,2019-06-04,Standard Class
CA-2020-116946,2020-12-19,2020-12-23,Standard Class
CA-2020-121741,2020-12-26,2020-12-26,Same Day
CA-2020-169691,2020-06-15,2020-06-18,First Class
CA-2019-121356,2019-11-20,2019-11-24,Standard Class
CA-2017-101770,2017-03-31,2017-04-04,Standard Class
CA-2020-105487,2020-10-08,2020-10-14,Standard Class
CA-2020-148999,2020-01-30,2020-02-04,Standard Class
CA-2017-107573,2017-12-12,2017-12-17,Standard Class
CA-2018-156608,2018-10-24,2018-10-29,Standard Class
CA-2020-134495,2020-04-01,2020-04-04,Second Class
CA-2020-164098,2020-01-26,2020-01-27,First Class
CA-2017-105249,2017-11-28,2017-11-28,Same Day
CA-2018-113523,2018-09-04,2018-09-08,Standard Class
CA-2020-117821,2020-06-12,2020-06-16,Standard Class
CA-2020-164378,2020-07-15,2020-07-18,Second Class
CA-2020-127782,2020-11-02,2020-11-06,Standard Class
US-2019-162026,2019-10-08,2019-10-08,Same Day
CA-2019-150000,2019-04-08,2019-04-14,Standard Class
CA-2018-168529,2018-10-08,2018-10-12,Standard Class
US-2020-152569,2020-05-15,2020-05-20,Standard Class
US-2017-137680,2017-02-24,2017-03-02,Standard Class
CA-2018-103177,2018-05-30,2018-06-01,First Class
US-2019-138408,2019-11-18,2019-11-21,Second Class
CA-2020-117667,2020-12-04,2020-12-09,Standard Class
CA-2019-110982,2019-06-05,2019-06-07,First Class
CA-2019-147123,2019-12-10,2019-12-12,First Class
CA-2020-154501,2020-04-30,2020-05-05,Standard Class
CA-2020-166933,2020-04-24,2020-04-28,Standard Class
CA-2018-142055,2018-05-08,2018-05-10,First Class
CA-2018-137106,2018-03-31,2018-04-04,Standard Class
CA-2020-136609,2020-08-06,2020-08-11,Standard Class
CA-2020-160885,2020-12-02,2020-12-06,Standard Class
US-2019-167472,2019-06-06,2019-06-07,First Class
CA-2018-120551,2018-04-13,2018-04-20,Standard Class
US-2020-150595,2020-05-22,2020-05-26,Standard Class
CA-2019-134936,2019-12-19,2019-12-25,Standard Class
CA-2020-102967,2020-09-22,2020-09-26,Standard Class
CA-2020-151008,2020-09-07,2020-09-08,First Class
CA-2017-159800,2017-11-28,2017-12-01,First Class
US-2017-159618,2017-11-12,2017-11-16,Standard Class
CA-2020-116113,2020-10-02,2020-10-06,Second Class
CA-2018-125066,2018-12-14,2018-12-18,Standard Class
US-2018-114741,2018-12-06,2018-12-10,Standard Class
CA-2020-133263,2020-03-31,2020-04-02,Second Class
CA-2020-157966,2020-03-13,2020-03-13,Same Day
CA-2017-151162,2017-12-05,2017-12-09,Standard Class
CA-2019-136686,2019-12-12,2019-12-16,Standard Class
CA-2020-137498,2020-09-09,2020-09-14,Second Class
CA-2020-163818,2020-10-04,2020-10-08,Standard Class
CA-2019-161158,2019-05-09,2019-05-13,Standard Class
CA-2017-116673,2017-12-15,2017-12-19,Second Class
CA-2020-105333,2020-11-30,2020-12-04,Standard Class
CA-2018-149993,2018-03-19,2018-03-20,First Class
CA-2017-168158,2017-07-19,2017-07-24,Standard Class
CA-2019-115224,2019-12-08,2019-12-11,Second Class
CA-2017-164742,2017-10-13,2017-10-18,Second Class
US-2020-108014,2020-11-19,2020-11-25,Standard Class
CA-2020-160325,2020-09-24,2020-09-24,Same Day
CA-2018-159779,2018-09-25,2018-09-29,Standard Class
CA-2020-151176,2020-02-13,2020-02-20,Standard Class
CA-2017-108903,2017-10-03,2017-10-03,Same Day
CA-2019-117919,2019-08-27,2019-08-29,Second Class
CA-2018-142475,2018-12-03,2018-12-07,Standard Class
CA-2019-134516,2019-09-20,2019-09-25,Standard Class
CA-2020-105193,2020-03-25,2020-03-31,Standard Class
CA-2018-168634,2018-12-06,2018-12-11,Standard Class
CA-2020-117198,2020-08-31,2020-09-05,Standard Class
CA-2018-145828,2018-10-05,2018-10-07,First Class
CA-2020-121027,2020-08-18,2020-08-22,Standard Class
CA-2019-147431,2019-02-02,2019-02-07,Standard Class
CA-2019-158001,2019-08-23,2019-08-27,Standard Class
CA-2020-125745,2020-06-30,2020-07-04,Standard Class
CA-2018-101154,2018-09-18,2018-09-21,First Class
US-2019-124163,2019-09-25,2019-09-30,Standard Class
CA-2019-121748,2019-10-24,2019-10-28,Second Class
CA-2017-126683,2017-09-29,2017-10-01,Second Class
CA-2020-148810,2020-06-26,2020-07-01,Standard Class
US-2019-146066,2019-08-21,2019-08-23,Second Class
CA-2017-127614,2017-02-11,2017-02-15,Standard Class
CA-2019-101742,2019-09-23,2019-09-28,Second Class
CA-2018-134943,2018-12-05,2018-12-06,First Class
CA-2020-123022,2020-09-03,2020-09-08,Standard Class
CA-2020-113208,2020-03-26,2020-04-02,Standard Class
CA-2017-154893,2017-12-21,2017-12-27,Standard Class
CA-2017-147900,2017-09-23,2017-09-28,Standard Class
CA-2020-106355,2020-04-02,2020-04-05,First Class
CA-2019-127985,2019-04-01,2019-04-05,Second Class
CA-2018-166604,2018-05-15,2018-05-20,Second Class
CA-2020-120719,2020-03-23,2020-03-26,First Class
CA-2020-127117,2020-04-14,2020-04-19,Standard Class
CA-2018-104241,2018-01-04,2018-01-09,Standard Class
CA-2020-168179,2020-11-02,2020-11-07,Standard Class
CA-2020-142342,2020-07-17,2020-07-19,Second Class
CA-2020-109099,2020-10-06,2020-10-11,Standard Class
US-2017-134187,2017-11-04,2017-11-11,Standard Class
CA-2019-145261,2019-12-18,2019-12-21,First Class
CA-2019-108875,2019-09-24,2019-10-01,Standard Class
CA-2019-141957,2019-07-21,2019-07-21,Same Day
CA-2019-142405,2019-06-11,2019-06-15,Standard Class
CA-2018-141012,2018-06-09,2018-06-11,Second Class
CA-2020-127922,2020-10-27,2020-11-03,Standard Class
CA-2019-146318,2019-01-22,2019-01-27,Standard Class
CA-2017-135993,2017-05-28,2017-06-02,Standard Class
CA-2017-126802,2017-12-29,2018-01-05,Standard Class
CA-2019-143924,2019-07-28,2019-08-03,Standard Class
CA-2019-141551,2019-09-24,2019-09-30,Standard Class
CA-2017-164315,2017-04-02,2017-04-08,Standard Class
CA-2018-131072,2018-11-05,2018-11-05,Same Day
CA-2017-131541,2017-07-28,2017-07-28,Same Day
CA-2018-119550,2018-12-26,2018-12-31,Standard Class
US-2018-138093,2018-12-10,2018-12-16,Standard Class
CA-2019-126165,2019-05-05,2019-05-07,Second Class
CA-2020-126123,2020-10-14,2020-10-18,Standard Class
CA-2019-143441,2019-11-05,2019-11-05,Same Day
CA-2020-148320,2020-11-03,2020-11-08,Standard Class
CA-2019-125661,2019-11-24,2019-11-26,First Class
US-2017-123519,2017-12-14,2017-12-21,Standard Class
CA-2017-155593,2017-11-03,2017-11-08,Standard Class
CA-2020-136000,2020-09-22,2020-09-25,Second Class
US-2018-160857,2018-05-08,2018-05-15,Standard Class
CA-2020-115805,2020-07-31,2020-07-31,Same Day
US-2017-143707,2017-03-01,2017-03-05,Standard Class
CA-2020-116939,2020-09-25,2020-09-29,Standard Class
CA-2018-124107,2018-10-09,2018-10-12,Second Class
CA-2020-126550,2020-03-29,2020-04-02,Second Class
CA-2018-138674,2018-11-14,2018-11-17,First Class
CA-2019-165820,2019-09-26,2019-09-30,Standard Class
CA-2017-103191,2017-09-22,2017-09-27,Standard Class
CA-2018-103933,2018-09-25,2018-09-27,First Class
CA-2018-110548,2018-05-04,2018-05-08,Standard Class
CA-2020-117324,2020-12-08,2020-12-13,Standard Class
CA-2020-143574,2020-06-29,2020-07-02,First Class
CA-2017-111773,2017-06-29,2017-07-03,Standard Class
CA-2017-148614,2017-01-20,2017-01-25,Standard Class
CA-2019-156139,2019-12-31,2020-01-06,Standard Class
US-2020-147886,2020-03-28,2020-03-31,First Class
CA-2019-113733,2019-12-08,2019-12-12,Standard Class
CA-2020-104913,2020-11-18,2020-11-22,Standard Class
CA-2017-145800,2017-05-30,2017-06-05,Standard Class
CA-2019-125850,2019-01-22,2019-01-28,Standard Class
CA-2019-118514,2019-02-03,2019-02-10,Standard Class
CA-2018-150749,2018-03-29,2018-04-03,Second Class
CA-2017-163748,2017-10-14,2017-10-18,Standard Class
CA-2018-119634,2018-08-11,2018-08-16,Standard Class
CA-2018-149300,2018-11-22,2018-11-23,First Class
US-2019-111528,2019-12-30,2019-12-30,Same Day
CA-2020-158169,2020-08-12,2020-08-15,First Class
CA-2018-162047,2018-11-03,2018-11-05,First Class
CA-2018-117772,2018-09-10,2018-09-12,Second Class
US-2017-126340,2017-11-08,2017-11-14,Standard Class
CA-2019-149685,2019-10-08,2019-10-15,Standard Class
CA-2020-126396,2020-09-08,2020-09-12,Second Class
CA-2018-154900,2018-02-25,2018-03-01,Standard Class
CA-2018-103835,2018-09-24,2018-09-28,Standard Class
CA-2018-158939,2018-11-26,2018-12-01,Standard Class
CA-2019-117408,2019-08-31,2019-09-06,Standard Class
CA-2019-142398,2019-04-12,2019-04-16,Standard Class
CA-2019-105277,2019-12-04,2019-12-08,Standard Class
CA-2019-112060,2019-12-04,2019-12-09,Standard Class
CA-2017-105270,2017-11-11,2017-11-18,Standard Class
US-2018-159513,2018-04-02,2018-04-09,Standard Class
CA-2018-155586,2018-12-12,2018-12-16,Second Class
CA-2020-141117,2020-10-02,2020-10-08,Standard Class
CA-2020-115070,2020-04-10,2020-04-14,Second Class
CA-2020-140186,2020-09-29,2020-10-02,First Class
CA-2017-124856,2017-09-29,2017-10-03,Second Class
CA-2017-166716,2017-08-20,2017-08-25,Second Class
CA-2017-123225,2017-07-11,2017-07-14,First Class
CA-2018-163440,2018-03-22,2018-03-24,First Class
US-2020-106796,2020-05-12,2020-05-19,Standard Class
CA-2020-113873,2020-11-13,2020-11-19,Standard Class
CA-2019-149783,2019-09-04,2019-09-07,Second Class
CA-2019-125017,2019-02-06,2019-02-11,Standard Class
US-2018-163279,2018-03-22,2018-03-26,Standard Class
CA-2018-150196,2018-07-02,2018-07-03,First Class
US-2018-106495,2018-06-15,2018-06-17,First Class
CA-2017-124730,2017-11-26,2017-11-26,Same Day
CA-2020-117632,2020-05-12,2020-05-18,Standard Class
CA-2017-115056,2017-05-02,2017-05-02,Same Day
CA-2020-161067,2020-09-03,2020-09-06,Second Class
CA-2019-122063,2019-12-03,2019-12-07,Standard Class
CA-2018-111206,2018-07-18,2018-07-22,Standard Class
CA-2019-142895,2019-07-21,2019-07-26,Standard Class
CA-2018-101868,2018-06-09,2018-06-16,Standard Class
CA-2020-133207,2020-11-27,2020-12-03,Standard Class
CA-2018-132948,2018-03-27,2018-04-03,Standard Class
CA-2018-134992,2018-09-22,2018-09-26,Second Class
CA-2018-126725,2018-11-17,2018-11-21,Standard Class
CA-2018-121783,2018-11-10,2018-11-14,Standard Class
US-2017-138835,2017-09-10,2017-09-14,Standard Class
CA-2018-112214,2018-08-05,2018-08-11,Standard Class
US-2020-153255,2020-09-03,2020-09-07,Second Class
CA-2018-108119,2018-11-01,2018-11-08,Standard Class
CA-2018-157434,2018-04-29,2018-05-04,Second Class
CA-2019-101525,2019-05-01,2019-05-04,Second Class
US-2017-117968,2017-08-05,2017-08-07,Second Class
CA-2019-158211,2019-01-04,2019-01-08,Standard Class
CA-2019-152247,2019-11-07,2019-11-12,Standard Class
CA-2019-128223,2019-06-14,2019-06-14,Same Day
CA-2019-154235,2019-09-24,2019-09-28,Standard Class
CA-2020-129910,2020-03-30,2020-04-03,Standard Class
CA-2020-133095,2020-06-04,2020-06-04,Same Day
CA-2018-130554,2018-04-07,2018-04-09,First Class
CA-2017-152443,2017-05-21,2017-05-26,Standard Class
CA-2019-133319,2019-09-05,2019-09-11,Standard Class
CA-2019-133935,2019-09-18,2019-09-22,Standard Class
CA-2019-136301,2019-03-13,2019-03-15,Second Class
US-2017-109456,2017-10-16,2017-10-17,Same Day
CA-2020-151596,2020-10-08,2020-10-11,First Class
CA-2018-147879,2018-05-07,2018-05-12,Standard Class
CA-2019-166625,2019-04-14,2019-04-17,First Class
CA-2019-146157,2019-11-21,2019-11-26,Standard Class
CA-2020-159954,2020-09-10,2020-09-14,Standard Class
CA-2020-100825,2020-09-09,2020-09-14,Standard Class
CA-2017-168305,2017-11-01,2017-11-08,Standard Class
CA-2019-167682,2019-04-03,2019-04-09,Standard Class
CA-2020-108000,2020-01-12,2020-01-16,Standard Class
CA-2018-146465,2018-11-20,2018-11-24,Standard Class
CA-2019-159639,2019-11-27,2019-12-02,Standard Class
US-2020-153948,2020-11-06,2020-11-06,Same Day
US-2019-113985,2019-12-02,2019-12-07,Standard Class
CA-2019-155383,2019-12-17,2019-12-22,Standard Class
CA-2017-120432,2017-08-24,2017-08-26,Second Class
US-2018-126977,2018-09-17,2018-09-23,Standard Class
CA-2019-130288,2019-11-26,2019-11-30,Second Class
CA-2020-146458,2020-11-19,2020-11-22,Second Class
CA-2020-150420,2020-06-03,2020-06-08,Standard Class
US-2017-118997,2017-04-08,2017-04-12,Standard Class
CA-2017-114314,2017-10-11,2017-10-15,Standard Class
US-2020-169551,2020-07-07,2020-07-09,First Class
CA-2019-103107,2019-07-04,2019-07-04,Same Day
CA-2020-122077,2020-05-19,2020-05-25,Standard Class
CA-2020-112431,2020-10-12,2020-10-14,Second Class
CA-2019-151092,2019-08-06,2019-08-13,Standard Class
CA-2017-104178,2017-08-25,2017-08-29,Standard Class
CA-2018-115924,2018-09-14,2018-09-18,Second Class
CA-2020-161046,2020-03-05,2020-03-05,Same Day
US-2020-141698,2020-04-15,2020-04-21,Standard Class
US-2017-105151,2017-03-30,2017-03-31,First Class
CA-2017-155796,2017-11-11,2017-11-15,Second Class
CA-2019-127138,2019-03-12,2019-03-15,Second Class
CA-2020-150602,2020-02-09,2020-02-14,Second Class
CA-2017-140732,2017-11-11,2017-11-13,Second Class
CA-2020-119011,2020-08-20,2020-08-25,Standard Class
CA-2019-166912,2019-01-15,2019-01-17,First Class
CA-2017-141726,2017-07-20,2017-07-22,First Class
CA-2020-115105,2020-02-06,2020-02-11,Standard Class
CA-2018-143980,2018-12-25,2018-12-29,Standard Class
CA-2019-135636,2019-10-08,2019-10-13,Standard Class
CA-2020-102155,2020-07-13,2020-07-17,Standard Class
CA-2020-116953,2020-04-24,2020-04-25,First Class
CA-2017-117765,2017-09-07,2017-09-13,Standard Class
CA-2019-114895,2019-11-21,2019-11-28,Standard Class
CA-2020-112984,2020-09-16,2020-09-18,Second Class
CA-2019-163776,2019-07-19,2019-07-25,Standard Class
US-2020-163300,2020-09-15,2020-09-21,Standard Class
CA-2019-162187,2019-12-11,2019-12-11,Same Day
US-2017-112991,2017-12-10,2017-12-14,Standard Class
CA-2017-124079,2017-12-13,2017-12-17,Standard Class
US-2020-146878,2020-09-21,2020-09-27,Standard Class
CA-2020-107244,2020-09-07,2020-09-11,Standard Class
CA-2018-100657,2018-11-02,2018-11-07,Standard Class
CA-2020-129581,2020-12-11,2020-12-18,Standard Class
CA-2020-129028,2020-04-01,2020-04-03,First Class
CA-2018-135580,2018-12-30,2019-01-03,Standard Class
CA-2019-159016,2019-03-10,2019-03-11,First Class
CA-2017-102652,2017-04-06,2017-04-12,Standard Class
CA-2017-152422,2017-10-05,2017-10-10,Second Class
US-2019-156692,2019-08-13,2019-08-13,Same Day
CA-2017-130869,2017-11-17,2017-11-21,Standard Class
US-2020-128832,2020-04-24,2020-04-27,First Class
CA-2020-139717,2020-08-24,2020-08-26,Second Class
CA-2020-136007,2020-02-23,2020-03-02,Standard Class
CA-2019-157364,2019-11-19,2019-11-21,First Class
US-2019-112970,2019-11-14,2019-11-15,First Class
US-2020-152492,2020-07-06,2020-07-06,Same Day
CA-2019-101168,2019-12-25,2020-01-01,Standard Class
CA-2020-104010,2020-04-23,2020-04-25,First Class
CA-2018-130253,2018-12-14,2018-12-18,Standard Class
US-2018-155369,2018-04-19,2018-04-25,Standard Class
CA-2019-131205,2019-09-04,2019-09-08,Standard Class
CA-2020-122364,2020-09-24,2020-09-29,Standard Class
CA-2019-117912,2019-02-04,2019-02-08,Standard Class
CA-2020-145702,2020-05-19,2020-05-24,Second Class
CA-2018-113215,2018-09-03,2018-09-08,Standard Class
CA-2019-154662,2019-06-09,2019-06-16,Standard Class
CA-2018-105571,2018-11-07,2018-11-11,Standard Class
CA-2019-152765,2019-06-15,2019-06-18,First Class
CA-2018-153878,2018-04-25,2018-04-30,Standard Class
CA-2019-124016,2019-09-23,2019-09-26,Second Class
CA-2019-113551,2019-08-18,2019-08-20,First Class
CA-2017-107524,2017-03-02,2017-03-08,Standard Class
CA-2017-138072,2017-12-30,2018-01-03,Standard Class
